id,breed,horse_age,horse_gender,feed_keywords,temp_max,temp_min,precipitation,location,colic_keywords,feed_count,horse_keeping,age_group,risk_combination,is_colic
230,Württemberger,10,stallion,fresh grass,13.1,6.2,0.0,Frankfurt,spasmodic,1,pasture,6-10,stallion_pasture,True
231,Andalusier,12,stallion,"fresh grass, hay",22.0,11.4,0.8,Nuremberg,spasmodic,2,pasture,11-15,stallion_pasture,True
232,Oldenburger,17,gelding,"silage, straw",4.8,-4.5,0.0,Stuttgart,displacement,2,stable,16-20,gelding_stable,True
233,Deutsches Reitpony,26,mare,hay,11.1,4.7,0.0,Cologne,torsion,1,pasture,21+,mare_pasture,True
234,Englische Vollblüter,12,mare,silage,30.4,18.8,0.0,Berlin,displacement,1,stable,11-15,mare_stable,True
235,Holsteiner,1,gelding,hay,4.7,-4.9,0.0,Stuttgart,spasmodic,1,stable,0-5,gelding_stable,True
236,Englische Vollblüter,8,gelding,"haylage, silage",10.6,8.2,1.9,Hamburg,displacement,2,pasture,6-10,gelding_pasture,True
237,Friese,5,gelding,straw,14.5,6.1,0.1,Cologne,impaction,1,paddock,0-5,gelding_paddock,True
238,Württemberger,15,mare,pellets,29.3,19.0,0.1,Nuremberg,displacement,1,stable,11-15,mare_stable,True
239,Deutsches Reitpony,23,gelding,silage,29.6,15.8,0.0,Cologne,displacement,1,stable,21+,gelding_stable,True
240,American Quarter Horse,15,stallion,haylage,11.8,6.8,0.0,Hamburg,spasmodic,1,stable,11-15,stallion_stable,True
241,Württemberger,3,gelding,"pellets, silage",8.9,2.7,0.5,Nuremberg,displacement,2,stable,0-5,gelding_stable,True
242,Hannoveraner,23,stallion,silage,26.2,13.6,0.0,Stuttgart,displacement,1,stable,21+,stallion_stable,True
243,Westfale,22,mare,haylage,23.3,12.0,0.0,Hanover,spasmodic,1,stable,21+,mare_stable,True
244,Appaloosa,19,gelding,straw,21.0,13.8,0.7,Stuttgart,impaction,1,stable,16-20,gelding_stable,True
245,Trakehner,11,mare,pellets,7.7,4.1,1.8,Hamburg,impaction,1,paddock,11-15,mare_paddock,True
246,Andalusier,14,gelding,silage,19.5,8.0,5.0,Nuremberg,sand,1,pasture,11-15,gelding_pasture,True
247,American Quarter Horse,8,stallion,"hay, silage",23.6,14.4,0.0,Frankfurt,displacement,2,stable,6-10,stallion_stable,True
248,American Quarter Horse,20,mare,silage,5.2,-1.2,7.9,Stuttgart,displacement,1,paddock,16-20,mare_paddock,True
249,Islandpferd,16,gelding,fresh grass,24.9,16.1,7.8,Stuttgart,gas,1,paddock,16-20,gelding_paddock,True
250,Shetlandpony,8,mare,corn,5.2,2.4,5.4,Hamburg,displacement,1,pasture,6-10,mare_pasture,True
251,Württemberger,12,stallion,hay,28.1,13.4,0.0,Frankfurt,impaction,1,pasture,11-15,stallion_pasture,True
252,Friese,10,gelding,silage,11.5,-0.4,2.2,Nuremberg,impaction,1,pasture,6-10,gelding_pasture,True
253,American Quarter Horse,25,gelding,"corn, haylage",26.0,15.9,4.4,Leipzig,gas,2,stable,21+,gelding_stable,True
254,Westfale,7,mare,haylage,5.0,-1.9,0.0,Leipzig,displacement,1,paddock,6-10,mare_paddock,True
255,Paint Horse,20,mare,straw,18.6,6.9,0.0,Leipzig,impaction,1,stable,16-20,mare_stable,True
256,Württemberger,3,stallion,silage,14.7,2.2,0.0,Frankfurt,displacement,1,stable,0-5,stallion_stable,True
257,Westfale,13,gelding,silage,20.8,15.7,3.4,Dresden,sand,1,pasture,11-15,gelding_pasture,True
258,Hannoveraner,7,mare,pellets,21.6,16.3,2.2,Frankfurt,spasmodic,1,paddock,6-10,mare_paddock,True
259,American Quarter Horse,21,gelding,straw,8.0,4.1,4.1,Berlin,impaction,1,stable,21+,gelding_stable,True
260,Lipizzaner,14,gelding,"corn, pellets",9.9,4.4,1.8,Hamburg,spasmodic,2,pasture,11-15,gelding_pasture,True
261,Haflinger,22,mare,haylage,-4.1,-15.7,0.0,Frankfurt,sand,1,paddock,21+,mare_paddock,True
262,Paint Horse,6,gelding,pellets,12.4,5.3,6.2,Munich,spasmodic,1,pasture,6-10,gelding_pasture,True
263,Holsteiner,17,stallion,silage,21.3,14.6,0.8,Leipzig,gas,1,pasture,16-20,stallion_pasture,True
264,Deutsches Reitpony,30,mare,haylage,4.7,1.5,0.5,Leipzig,gas,1,paddock,21+,mare_paddock,True
265,Shetlandpony,1,stallion,straw,19.1,10.9,0.6,Frankfurt,sand,1,paddock,0-5,stallion_paddock,True
266,Westfale,3,gelding,straw,3.2,-1.6,0.3,Leipzig,impaction,1,stable,0-5,gelding_stable,True
267,Trakehner,3,mare,hay,9.3,-0.9,0.0,Hanover,impaction,1,paddock,0-5,mare_paddock,True
268,Hannoveraner,18,stallion,corn,16.9,6.5,0.7,Munich,spasmodic,1,stable,16-20,stallion_stable,True
269,Appaloosa,28,stallion,pellets,32.5,19.9,0.9,Hanover,sand,1,stable,21+,stallion_stable,True
270,Englische Vollblüter,5,stallion,corn,18.4,3.5,0.0,Stuttgart,impaction,1,pasture,0-5,stallion_pasture,True
271,Andalusier,27,stallion,"fresh grass, silage",17.2,9.5,0.0,Frankfurt,displacement,2,stable,21+,stallion_stable,True
272,Friese,2,mare,straw,32.3,20.7,0.0,Cologne,impaction,1,stable,0-5,mare_stable,True
273,Arabisches Vollblut,19,stallion,"pellets, silage",11.8,4.9,4.6,Hamburg,displacement,2,stable,16-20,stallion_stable,True
274,Appaloosa,27,mare,hay,21.4,7.9,0.0,Leipzig,spasmodic,1,stable,21+,mare_stable,True
275,Arabisches Vollblut,7,stallion,haylage,9.3,0.8,1.4,Frankfurt,spasmodic,1,pasture,6-10,stallion_pasture,True
276,Arabisches Vollblut,19,stallion,silage,27.7,20.2,13.2,Nuremberg,displacement,1,stable,16-20,stallion_stable,True
277,Welsh Pony,6,stallion,"pellets, silage",13.2,1.0,9.2,Frankfurt,displacement,2,stable,6-10,stallion_stable,True
278,Lipizzaner,25,gelding,straw,11.0,-1.4,0.1,Nuremberg,impaction,1,stable,21+,gelding_stable,True
279,Englische Vollblüter,13,mare,silage,-0.2,-4.5,1.5,Munich,sand,1,paddock,11-15,mare_paddock,True
280,Württemberger,5,gelding,silage,19.3,10.2,22.6,Hanover,spasmodic,1,pasture,0-5,gelding_pasture,True
281,Deutsches Reitpony,28,stallion,"haylage, silage",26.7,11.8,0.1,Stuttgart,displacement,2,stable,21+,stallion_stable,True
282,Paint Horse,9,mare,pellets,7.4,3.7,12.2,Frankfurt,gas,1,paddock,6-10,mare_paddock,True
283,Andalusier,24,stallion,silage,11.1,1.8,0.0,Hamburg,sand,1,pasture,21+,stallion_pasture,True
284,Friese,24,stallion,straw,8.8,-2.9,0.0,Stuttgart,impaction,1,stable,21+,stallion_stable,True
285,Andalusier,10,stallion,haylage,4.3,-2.6,2.1,Stuttgart,gas,1,stable,6-10,stallion_stable,True
286,Shetlandpony,18,mare,"silage, straw",21.8,11.0,0.0,Frankfurt,displacement,2,stable,16-20,mare_stable,True
287,Friese,24,gelding,silage,15.6,9.5,0.6,Frankfurt,displacement,1,stable,21+,gelding_stable,True
288,Paint Horse,1,stallion,corn,32.6,23.6,0.0,Cologne,spasmodic,1,stable,0-5,stallion_stable,True
289,Englische Vollblüter,3,mare,silage,28.2,17.2,0.0,Hanover,displacement,1,pasture,0-5,mare_pasture,True
290,Holsteiner,5,mare,haylage,27.7,18.4,1.3,Dresden,impaction,1,stable,0-5,mare_stable,True
291,Appaloosa,10,gelding,straw,20.6,13.5,0.0,Nuremberg,spasmodic,1,stable,6-10,gelding_stable,True
292,Welsh Pony,4,mare,straw,11.1,-0.1,0.0,Leipzig,displacement,1,stable,0-5,mare_stable,True
293,Lipizzaner,7,stallion,corn,8.8,6.0,6.2,Munich,torsion,1,stable,6-10,stallion_stable,True
294,Paint Horse,28,gelding,silage,2.7,-2.0,0.8,Nuremberg,displacement,1,stable,21+,gelding_stable,True
295,Deutsches Reitpony,8,gelding,hay,1.4,-1.5,2.0,Berlin,displacement,1,stable,6-10,gelding_stable,True
296,Appaloosa,29,gelding,hay,8.8,-0.1,0.2,Stuttgart,sand,1,stable,21+,gelding_stable,True
297,Andalusier,21,gelding,hay,20.1,6.2,0.0,Hamburg,impaction,1,pasture,21+,gelding_pasture,True
298,American Quarter Horse,29,gelding,corn,17.0,5.5,0.0,Cologne,spasmodic,1,stable,21+,gelding_stable,True
299,Westfale,24,stallion,straw,2.6,-0.4,3.9,Hamburg,impaction,1,pasture,21+,stallion_pasture,True
300,Oldenburger,9,stallion,"hay, pellets",2.1,-3.5,0.0,Munich,sand,2,paddock,6-10,stallion_paddock,True
301,Haflinger,7,gelding,straw,17.5,6.5,0.0,Frankfurt,impaction,1,paddock,6-10,gelding_paddock,True
302,Andalusier,15,stallion,straw,26.9,18.4,8.7,Frankfurt,impaction,1,stable,11-15,stallion_stable,True
303,Lipizzaner,17,stallion,"haylage, pellets",28.5,15.7,0.0,Dresden,gas,2,stable,16-20,stallion_stable,True
304,Trakehner,21,mare,hay,8.7,2.6,11.6,Frankfurt,spasmodic,1,stable,21+,mare_stable,True
305,Friese,15,gelding,"haylage, straw",10.3,3.2,9.7,Berlin,spasmodic,2,paddock,11-15,gelding_paddock,True
306,Appaloosa,26,gelding,haylage,23.9,10.1,0.0,Hanover,spasmodic,1,pasture,21+,gelding_pasture,True
307,Württemberger,6,mare,corn,24.7,17.8,3.0,Nuremberg,spasmodic,1,paddock,6-10,mare_paddock,True
308,Paint Horse,26,gelding,haylage,19.1,15.0,4.3,Leipzig,impaction,1,stable,21+,gelding_stable,True
309,Andalusier,24,gelding,fresh grass,24.6,18.9,16.1,Hanover,spasmodic,1,stable,21+,gelding_stable,True
310,Welsh Pony,21,mare,straw,35.1,18.6,0.0,Frankfurt,impaction,1,paddock,21+,mare_paddock,True
311,Württemberger,12,mare,haylage,24.9,12.2,0.0,Berlin,impaction,1,stable,11-15,mare_stable,True
312,American Quarter Horse,6,mare,straw,5.5,-5.0,0.0,Nuremberg,gas,1,stable,6-10,mare_stable,True
313,Friese,23,gelding,straw,5.3,-1.6,0.0,Dresden,impaction,1,paddock,21+,gelding_paddock,True
314,Westfale,1,gelding,"haylage, silage",26.8,17.8,9.5,Hanover,displacement,2,stable,0-5,gelding_stable,True
315,Hannoveraner,17,gelding,"pellets, silage",6.3,1.3,4.1,Munich,impaction,2,pasture,16-20,gelding_pasture,True
316,Islandpferd,11,stallion,pellets,29.1,21.0,9.7,Nuremberg,gas,1,paddock,11-15,stallion_paddock,True
317,Andalusier,26,mare,silage,22.4,11.6,0.0,Cologne,displacement,1,stable,21+,mare_stable,True
318,Deutsches Reitpony,2,stallion,pellets,25.5,16.1,0.0,Stuttgart,spasmodic,1,stable,0-5,stallion_stable,True
319,Arabisches Vollblut,6,gelding,"haylage, straw",32.4,17.5,0.0,Hanover,impaction,2,pasture,6-10,gelding_pasture,True
320,Paint Horse,18,stallion,silage,8.4,3.5,10.0,Hamburg,spasmodic,1,pasture,16-20,stallion_pasture,True
321,Appaloosa,1,stallion,pellets,8.9,-0.1,0.5,Berlin,spasmodic,1,stable,0-5,stallion_stable,True
322,Arabisches Vollblut,4,mare,"corn, silage",22.6,14.0,1.7,Nuremberg,displacement,2,stable,0-5,mare_stable,True
323,Islandpferd,24,gelding,straw,27.7,13.5,1.4,Frankfurt,impaction,1,paddock,21+,gelding_paddock,True
324,Westfale,14,gelding,"silage, straw",15.3,11.9,9.7,Cologne,displacement,2,stable,11-15,gelding_stable,True
325,Württemberger,23,gelding,"haylage, straw",21.6,7.3,0.0,Berlin,impaction,2,stable,21+,gelding_stable,True
326,Shetlandpony,29,stallion,silage,10.7,3.7,21.2,Frankfurt,displacement,1,paddock,21+,stallion_paddock,True
327,Württemberger,6,stallion,haylage,28.6,18.7,0.0,Nuremberg,gas,1,stable,6-10,stallion_stable,True
328,Englische Vollblüter,17,mare,hay,23.3,16.4,13.0,Cologne,spasmodic,1,stable,16-20,mare_stable,True
329,Württemberger,11,mare,"haylage, straw",16.7,11.9,4.5,Hamburg,impaction,2,pasture,11-15,mare_pasture,True
330,Oldenburger,24,stallion,hay,13.1,9.0,1.5,Dresden,spasmodic,1,pasture,21+,stallion_pasture,True
331,Trakehner,14,stallion,corn,6.7,-2.6,0.0,Cologne,impaction,1,pasture,11-15,stallion_pasture,True
332,Oldenburger,8,stallion,pellets,17.9,1.5,0.0,Munich,displacement,1,pasture,6-10,stallion_pasture,True
333,Oldenburger,28,stallion,corn,6.8,4.4,0.2,Leipzig,spasmodic,1,stable,21+,stallion_stable,True
334,Paint Horse,15,mare,silage,16.0,4.8,0.0,Munich,displacement,1,stable,11-15,mare_stable,True
335,Shetlandpony,1,mare,straw,20.7,5.2,0.0,Nuremberg,displacement,1,stable,0-5,mare_stable,True
336,Shetlandpony,5,stallion,silage,31.3,19.9,75.4,Hanover,spasmodic,1,paddock,0-5,stallion_paddock,True
337,Islandpferd,30,stallion,corn,-1.6,-9.4,0.0,Stuttgart,torsion,1,stable,21+,stallion_stable,True
338,Oldenburger,14,gelding,"silage, straw",20.6,6.8,3.2,Leipzig,displacement,2,stable,11-15,gelding_stable,True
339,American Quarter Horse,24,gelding,"silage, straw",8.5,2.8,0.1,Dresden,impaction,2,pasture,21+,gelding_pasture,True
340,Haflinger,10,stallion,hay,8.3,0.6,0.0,Cologne,impaction,1,stable,6-10,stallion_stable,True
341,Deutsches Reitpony,20,stallion,silage,3.7,0.4,2.0,Leipzig,displacement,1,stable,16-20,stallion_stable,True
342,Trakehner,17,stallion,silage,4.8,-1.9,3.7,Munich,spasmodic,1,paddock,16-20,stallion_paddock,True
343,Friese,24,gelding,straw,30.7,22.4,0.0,Cologne,impaction,1,pasture,21+,gelding_pasture,True
344,Friese,25,stallion,haylage,28.7,15.0,0.6,Dresden,displacement,1,pasture,21+,stallion_pasture,True
345,Paint Horse,23,mare,"hay, silage",24.0,12.5,0.0,Hanover,sand,2,pasture,21+,mare_pasture,True
346,American Quarter Horse,20,mare,hay,0.3,-1.5,8.7,Munich,spasmodic,1,paddock,16-20,mare_paddock,True
347,Haflinger,13,mare,"fresh grass, silage",27.7,22.0,0.7,Hanover,sand,2,pasture,11-15,mare_pasture,True
348,Englische Vollblüter,18,mare,corn,21.2,11.8,0.0,Dresden,spasmodic,1,paddock,16-20,mare_paddock,True
349,Holsteiner,17,gelding,"corn, haylage",15.8,5.8,0.0,Berlin,displacement,2,stable,16-20,gelding_stable,True
350,Islandpferd,6,gelding,silage,24.7,14.6,0.2,Dresden,displacement,1,stable,6-10,gelding_stable,True
351,Westfale,29,stallion,pellets,5.5,-1.0,10.6,Munich,gas,1,stable,21+,stallion_stable,True
352,Holsteiner,28,stallion,hay,6.8,3.4,4.4,Leipzig,displacement,1,stable,21+,stallion_stable,True
353,Islandpferd,28,stallion,"haylage, straw",3.7,-2.4,3.3,Berlin,impaction,2,paddock,21+,stallion_paddock,True
354,Arabisches Vollblut,25,mare,hay,19.7,15.4,3.8,Berlin,displacement,1,paddock,21+,mare_paddock,True
355,Württemberger,25,stallion,silage,24.2,10.5,0.0,Leipzig,displacement,1,stable,21+,stallion_stable,True
356,Friese,3,stallion,straw,24.7,13.7,2.7,Frankfurt,displacement,1,stable,0-5,stallion_stable,True
357,Trakehner,3,gelding,silage,2.9,-3.3,0.4,Nuremberg,displacement,1,stable,0-5,gelding_stable,True
358,Andalusier,12,mare,silage,14.9,6.9,13.3,Hanover,spasmodic,1,paddock,11-15,mare_paddock,True
359,Englische Vollblüter,12,stallion,haylage,11.5,6.1,0.1,Dresden,spasmodic,1,stable,11-15,stallion_stable,True
360,Friese,19,mare,straw,19.9,11.9,0.0,Cologne,impaction,1,stable,16-20,mare_stable,True
361,American Quarter Horse,4,gelding,"fresh grass, hay",22.2,9.6,0.0,Hanover,gas,2,paddock,0-5,gelding_paddock,True
362,Shetlandpony,9,stallion,"fresh grass, haylage",15.0,6.3,2.2,Nuremberg,sand,2,paddock,6-10,stallion_paddock,True
363,Welsh Pony,28,stallion,hay,27.4,18.6,0.0,Hanover,spasmodic,1,pasture,21+,stallion_pasture,True
364,Arabisches Vollblut,23,gelding,straw,23.5,16.1,0.1,Stuttgart,impaction,1,stable,21+,gelding_stable,True
365,Württemberger,30,gelding,silage,3.5,-8.1,0.0,Nuremberg,displacement,1,stable,21+,gelding_stable,True
366,Lipizzaner,19,gelding,haylage,11.5,5.5,0.0,Cologne,displacement,1,pasture,16-20,gelding_pasture,True
367,Arabisches Vollblut,29,gelding,silage,21.7,10.0,0.0,Nuremberg,spasmodic,1,pasture,21+,gelding_pasture,True
368,Welsh Pony,8,gelding,fresh grass,10.4,-1.4,0.0,Stuttgart,gas,1,stable,6-10,gelding_stable,True
369,Holsteiner,13,mare,haylage,34.8,21.3,0.0,Leipzig,impaction,1,stable,11-15,mare_stable,True
370,Haflinger,30,mare,pellets,8.2,3.0,0.8,Munich,gas,1,stable,21+,mare_stable,True
371,Deutsches Reitpony,24,gelding,straw,0.9,-3.0,1.2,Frankfurt,impaction,1,paddock,21+,gelding_paddock,True
372,Hannoveraner,17,stallion,haylage,1.0,-3.2,1.7,Nuremberg,impaction,1,stable,16-20,stallion_stable,True
373,American Quarter Horse,23,gelding,silage,6.9,4.3,10.0,Leipzig,sand,1,pasture,21+,gelding_pasture,True
374,Westfale,16,mare,straw,14.4,-0.5,0.0,Nuremberg,displacement,1,paddock,16-20,mare_paddock,True
375,Welsh Pony,24,gelding,silage,22.7,15.2,4.5,Hamburg,gas,1,paddock,21+,gelding_paddock,True
376,Shetlandpony,16,gelding,corn,14.1,8.5,3.5,Dresden,impaction,1,stable,16-20,gelding_stable,True
377,Westfale,27,stallion,"pellets, silage",14.2,8.3,4.2,Leipzig,spasmodic,2,pasture,21+,stallion_pasture,True
378,Islandpferd,18,mare,hay,16.5,-1.1,0.0,Frankfurt,spasmodic,1,stable,16-20,mare_stable,True
379,Englische Vollblüter,21,mare,haylage,13.3,3.9,0.0,Cologne,spasmodic,1,paddock,21+,mare_paddock,True
380,Westfale,20,stallion,silage,2.2,-13.7,0.0,Nuremberg,displacement,1,stable,16-20,stallion_stable,True
381,Oldenburger,15,gelding,silage,21.3,10.6,0.0,Hamburg,displacement,1,stable,11-15,gelding_stable,True
382,Westfale,11,mare,straw,28.4,18.6,0.9,Nuremberg,impaction,1,pasture,11-15,mare_pasture,True
383,Islandpferd,16,gelding,hay,12.3,5.5,0.0,Hanover,spasmodic,1,paddock,16-20,gelding_paddock,True
384,Friese,17,mare,haylage,22.5,12.2,0.4,Munich,impaction,1,pasture,16-20,mare_pasture,True
385,Hannoveraner,15,mare,"silage, straw",9.6,-1.4,0.0,Berlin,displacement,2,stable,11-15,mare_stable,True
386,American Quarter Horse,12,stallion,silage,28.8,18.7,5.9,Berlin,displacement,1,stable,11-15,stallion_stable,True
387,Holsteiner,22,mare,pellets,0.1,-1.8,0.0,Leipzig,torsion,1,stable,21+,mare_stable,True
388,Oldenburger,3,mare,"fresh grass, straw",12.8,3.9,10.1,Nuremberg,torsion,2,stable,0-5,mare_stable,True
389,Oldenburger,14,mare,"haylage, pellets",12.5,2.2,0.0,Cologne,torsion,2,pasture,11-15,mare_pasture,True
390,Oldenburger,30,gelding,"hay, silage",28.8,15.9,0.0,Nuremberg,displacement,2,stable,21+,gelding_stable,True
391,Hannoveraner,3,stallion,haylage,2.6,-1.0,0.0,Berlin,torsion,1,stable,0-5,stallion_stable,True
392,Welsh Pony,4,gelding,hay,11.7,-0.7,0.0,Hamburg,displacement,1,stable,0-5,gelding_stable,True
393,American Quarter Horse,19,gelding,silage,2.3,0.6,5.5,Frankfurt,displacement,1,stable,16-20,gelding_stable,True
394,Württemberger,13,mare,haylage,4.1,0.8,8.2,Leipzig,spasmodic,1,stable,11-15,mare_stable,True
395,Lipizzaner,8,stallion,straw,26.4,14.8,0.5,Stuttgart,impaction,1,stable,6-10,stallion_stable,True
396,Arabisches Vollblut,8,gelding,"haylage, silage",14.0,9.7,0.6,Stuttgart,impaction,2,pasture,6-10,gelding_pasture,True
397,Shetlandpony,4,gelding,pellets,26.0,13.5,0.0,Frankfurt,impaction,1,stable,0-5,gelding_stable,True
398,Paint Horse,10,gelding,pellets,-5.7,-14.0,0.3,Leipzig,displacement,1,stable,6-10,gelding_stable,True
399,Paint Horse,27,stallion,fresh grass,8.8,1.1,0.0,Cologne,displacement,1,pasture,21+,stallion_pasture,True
400,American Quarter Horse,2,mare,silage,1.8,-2.8,0.0,Berlin,displacement,1,stable,0-5,mare_stable,True
401,Welsh Pony,1,gelding,"silage, straw",9.0,0.4,0.8,Munich,displacement,2,stable,0-5,gelding_stable,True
402,Haflinger,5,mare,silage,10.2,0.8,0.0,Berlin,sand,1,paddock,0-5,mare_paddock,True
403,Holsteiner,1,gelding,haylage,15.9,8.1,0.6,Berlin,displacement,1,pasture,0-5,gelding_pasture,True
404,Hannoveraner,21,mare,hay,9.9,6.3,2.2,Frankfurt,spasmodic,1,paddock,21+,mare_paddock,True
405,Lipizzaner,5,mare,haylage,21.1,11.8,0.0,Cologne,impaction,1,stable,0-5,mare_stable,True
406,Oldenburger,29,gelding,straw,15.5,10.3,2.4,Leipzig,impaction,1,stable,21+,gelding_stable,True
407,Hannoveraner,11,mare,pellets,25.6,11.1,0.0,Stuttgart,spasmodic,1,stable,11-15,mare_stable,True
408,Westfale,4,mare,"corn, fresh grass",26.8,15.7,7.5,Hamburg,gas,2,pasture,0-5,mare_pasture,True
409,Welsh Pony,27,stallion,silage,20.0,12.6,11.2,Dresden,displacement,1,stable,21+,stallion_stable,True
410,Haflinger,14,stallion,"haylage, pellets",1.3,-2.3,0.3,Frankfurt,impaction,2,pasture,11-15,stallion_pasture,True
411,American Quarter Horse,8,stallion,straw,10.1,7.0,2.1,Nuremberg,gas,1,stable,6-10,stallion_stable,True
412,Württemberger,4,stallion,"hay, straw",12.1,-0.5,0.0,Frankfurt,gas,2,paddock,0-5,stallion_paddock,True
413,Holsteiner,21,stallion,haylage,15.9,6.7,0.0,Cologne,impaction,1,stable,21+,stallion_stable,True
414,Trakehner,24,mare,"corn, straw",15.6,4.6,0.0,Munich,impaction,2,stable,21+,mare_stable,True
415,Haflinger,26,mare,corn,20.2,13.7,3.2,Leipzig,spasmodic,1,stable,21+,mare_stable,True
416,Haflinger,21,stallion,silage,24.8,12.1,0.0,Dresden,displacement,1,paddock,21+,stallion_paddock,True
417,Appaloosa,20,mare,silage,8.8,-0.1,0.2,Stuttgart,displacement,1,stable,16-20,mare_stable,True
418,Oldenburger,22,gelding,hay,16.6,4.5,0.0,Hanover,gas,1,stable,21+,gelding_stable,True
419,Shetlandpony,14,stallion,straw,26.3,13.4,0.0,Stuttgart,displacement,1,pasture,11-15,stallion_pasture,True
420,Appaloosa,30,gelding,straw,-1.4,-5.0,0.0,Frankfurt,impaction,1,stable,21+,gelding_stable,True
421,Holsteiner,15,mare,"haylage, silage",0.3,-4.8,2.9,Berlin,displacement,2,stable,11-15,mare_stable,True
422,Deutsches Reitpony,17,gelding,silage,22.2,13.9,3.6,Stuttgart,displacement,1,stable,16-20,gelding_stable,True
423,Westfale,10,stallion,hay,30.6,22.5,15.8,Hanover,displacement,1,pasture,6-10,stallion_pasture,True
424,Holsteiner,15,stallion,"fresh grass, haylage",14.2,10.5,25.5,Hamburg,gas,2,stable,11-15,stallion_stable,True
425,Appaloosa,6,gelding,pellets,9.5,2.4,1.5,Munich,impaction,1,pasture,6-10,gelding_pasture,True
426,Deutsches Reitpony,1,mare,silage,17.8,2.8,0.0,Cologne,impaction,1,paddock,0-5,mare_paddock,True
427,Shetlandpony,28,mare,"hay, straw",16.7,9.2,0.0,Frankfurt,impaction,2,stable,21+,mare_stable,True
428,Westfale,19,stallion,"hay, silage",18.7,10.3,4.5,Hanover,gas,2,paddock,16-20,stallion_paddock,True
429,Württemberger,19,stallion,silage,22.2,11.4,0.0,Frankfurt,displacement,1,stable,16-20,stallion_stable,True
430,American Quarter Horse,29,stallion,straw,18.1,10.7,1.9,Hanover,impaction,1,stable,21+,stallion_stable,True
431,Welsh Pony,30,gelding,pellets,2.5,-5.2,0.0,Stuttgart,sand,1,stable,21+,gelding_stable,True
432,Württemberger,26,mare,hay,14.8,9.2,0.0,Nuremberg,spasmodic,1,stable,21+,mare_stable,True
433,Appaloosa,25,gelding,fresh grass,11.6,-5.2,0.0,Stuttgart,displacement,1,stable,21+,gelding_stable,True
434,Paint Horse,7,stallion,straw,19.1,3.6,12.6,Munich,spasmodic,1,stable,6-10,stallion_stable,True
435,American Quarter Horse,2,stallion,"corn, haylage",27.6,15.3,0.0,Hanover,displacement,2,stable,0-5,stallion_stable,True
436,Haflinger,8,gelding,silage,11.5,6.1,0.1,Dresden,displacement,1,stable,6-10,gelding_stable,True
437,Appaloosa,24,stallion,corn,24.7,14.8,0.0,Cologne,displacement,1,pasture,21+,stallion_pasture,True
438,Lipizzaner,19,mare,straw,2.9,-1.1,2.0,Frankfurt,impaction,1,pasture,16-20,mare_pasture,True
439,Paint Horse,13,gelding,corn,30.8,21.8,11.2,Hanover,spasmodic,1,stable,11-15,gelding_stable,True
